Audio                                                                                                                         ,Transcription                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,Langue ,Tempo       ,Mean Mel spectrogram ,Standard deviation Mel spectrogram ,Mean Chroma        ,Audio                                                                                                             ,Transcription                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Langue .1,Tempo       .1,Mean Mel spectrogram .1,Standard deviation Mel spectrogram,Audio,Transcription,Langue,Tempo,Mean Mel spectrogram,Mean Chroma
C:/Users/angej/Desktop/Multilingual/Know credible information sources/2020-03-25-000030-ci-covid19-unesco_msg01_fre.wav       ,la désinformation comme le coronavirus se propage pour combattre la désinformation il est important de partager des informations venant de sources fiables comme les autorités sanitaires et l'Organisation mondiale de la santé pendant l'épidémie de covid-19 ne faites confiance aux sources d'information officielle et aux médias crédible ne partagez pas d'informations non vérifiée ceci est un message de l'UNESCO                                                                                                                                                                                                                                                  ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Mask/arabic-3-mask.wav                                                                    ,يعد قناع القماش اداه مهمه لمنع انتشار الفيروس خاصه عندما لا يمكن ضمان مسافه متر واحد على الاقل من الاخرين تاكد من ان لديها قناعك الخاص ويفضل ان يكون من ثلاث طبقات ارتديه مع حلقات الاذن مع الحرص على عدم لمس الجزء الامامي من القناع واغسله كل يوم يتم ارسال هذه الرساله اليك من قبل اليونسكو ومنظمه الصحه العالميه ومحطه الراديو المحليه لديك                                                                                                                                                                                                                                                                                                                              ,ar     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Mask/eng-3-mask.wav                                                                       ,to protect yourself and everyone else follow recommendations from trusted sources remember that a mask alone cannot protect you when wearing a mask continue to adopt other measures to prevent the spread of the virus stay at least 1 M away from others clean your hands frequently and thoroughly and avoid touching your face and mask stay safe and let's all prevent the spread of covid-19 this message is brought to you by UNESCO wao and your local radio station                                                                                                                                                                                                 ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Prevention and protection against COVID-19 related messages/arabic-1-science.wav          ,كوفيد 19 الجديد يعمل العلماء والباحثون والعاملون في مجال الصحه وغيرهم معا لفهم الفيروس بشكل افضل لكن العلم يتغير ويتطور بمرور الوقت على الرغم من ان تغيرات قد تبدو مربكه الا انها من اجل مصلحتنا لذا كن منفتحا على التغيرات والحقائق والتوصيات الجديده كل مارنا اظهر مرونتك يتم ارسال هذه الرساله اليك من قبل اليونسكو ومنظمه الصحه العالميه ومحطه الراديو المحليه لديك                                                                                                                                                                                                                                                                                                      ,ar     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Prevention and protection against COVID-19 related messages/eng-1-science.wav             ,no matter where you live or who you are each of us can help to break the chains of covid-19 transmission each country or area has its own levels of transmission resources and recommendations and the situation can change rapidly the covid-19 pandemic has changed the way we live work and connect with others it is challenging make sure you follow your local guidance this message is brought to you by UNESCO who and your local radio station                                                                                                                                                                                                                      ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Prevention and protection against COVID-19 related messages/fre-1-science.wav             ,peu importe où vous vivez ou qui vous êtes chacun d'entre nous peut contribuer à briser les chaînes de transmission de covid-19 chaque pays ou zone à ses propres niveaux de transmission ressources et recommandations et la situation peut changer rapidement la pandémie de covid-19 a changé notre façon de vivre de travailler et d'entrer en contact avec les autres c'est un défi assurez-vous de suivre les directives de votre région ce message vous est transmis par l'UNESCO l'OMS et votre radio locale                                                                                                                                                         ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Public gathering/arabic-7-meetings.wav                                                    ,يجب ان يعتمد اي قرار لعقد حدث اثناء جائحه كوفيد 19 على نهج قائم على المخاطر قدمت منظمه صحه العالميه ارشادات حول كيفيه اتباع ناج قائم على المخاطر سواء كان حدث كبيرا مثل الالعاب الاولمبيه او الاحداث الصغيره مثل حفلات اعياد الميلاد او حفلات الزفاف او مباريات كره القدم الصغيره او المناسبات العائليه يتم ارسال هذه الرساله اليك من قبل اليونسكو ومنظمه الصحه العالميه ومحطه الراديو المحليه لديك                                                                                                                                                                                                                                                                          ,ar     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Public gathering/eng-7-meetings.wav                                                       ,in general evidence shows that restricting the movement of people and goods during Public Health emergencies is ineffective in most situations and may divert resources from other interventions however in certain circumstances measures that restrict the movement of people may prove temporarily useful such as in settings with few International connections and limited response capacities remember travel bands may have a significant economic and social impact this message is brought to you by UNESCO and your local radio station                                                                                                                            ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Public gathering/fre-7-meetings.wav                                                       ,en général l'effet montre que la restriction de la circulation des personnes et des biens lors des urgences de santé publique est inefficace dans la plupart des situations et peut détourner des ressources d'autres interventions toutefois dans certaines circonstances les mesures qui limitent la circulation des personnes peuvent s'avérer temporairement utile par exemple dans des contextes où les connexions internationales sont peu nombreuses et les capacités de réaction limitée n'oubliez pas que les interdictions de voyager peuvent avoir un impact économique et social important ce message vous est transmis par l'UNESCO l'OMS et votre radio locale ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Schools/arabic-5-schools.wav                                                              ,لا يتم الابلاغ عن الاطفال في كثير من الاحيان كحالات مقارنه بالبالغين وعاده ما يكون المرض الذي يعانون منه خفيفا في حين ان الاطفال قد يكونون اقل تاثرا فقد يكون لديهما ايضا عدد اكبر من الاتصالات في المدرسه والمجتمع المزيد من الدراسات لتقييم مخاطر العطوه عند الاطفال وفهم انتقال العدوى بشكل افضل في هذه الفئه العمريه يتم ارسال هذه الرساله اليك من قبل اليونسكو ومنظمه الصحه العالميه ومحطه الراديو المحليه لديك                                                                                                                                                                                                                                                         ,ar     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Schools/eng-5-schools.wav                                                                 ,there are several things you can do to protect yourself and others from covid-19 in your workplace whether you are at your work site or tell you working at home while maintaining physical distance stay social contact your family and colleagues regularly to check how they are coping follow distancing measures issued for your location and stay informed through information from trusted sources such as who and your local health authority this message is brought to you by UNESCO wao and your local radio station                                                                                                                                              ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Schools/fre-5-schools.wav                                                                 ,il y a plusieurs choses que vous pouvez faire pour vous protéger et protéger les autres de la covid 19 sur votre lieu de travail que vous soyez sur votre lieu de travail ou que vous télétravailler à domicile tout en gardant une distance physique rester sociale contacter régulièrement votre famille et vos collègues pour vérifier comment ils font face à la situation suivez les mesures d'éloignement et mise pour votre lieu de travail et rester informé grâce à des informations provenant de sources fiables telles que l' OMS ou votre autorités sanitaires locale ce message vous est transmis par l'UNESCO l'OMS et votre radio locale                      ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Teach your child MIL/2020-03-25-000030-ci-covid19-unesco_msg02_eng.wav                    ,are you a parent now that you are spending more time at home why not teach your child how to spot false content and rumors find a piece of information online that is confirmed as disinformation and ask your child these questions who made this for whom was this made is it from a reliable source during the covid-19 outbreak only trust official information sources and credible media Outlets do not share on verified information this is a message from UNESCO                                                                                                                                                                                                    ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Traditional food market/arabic-6-markets.wav                                              ,الحيوانات وخاصه الحيوانات البريه هي مصدر اكثر من 70% من جميع الامراض المعديه الناشئه لدى البشر عندما يتم بيعها وذبحها في الاسواق يتعرض العمال والعملاء على حد سواء للخطر عند التسوق في اسواق طعام التقليديه تجنب الاماكن القريبه من منطقه ذبح الحيوانات يتم ارسال هذه الرساله اليك من قبل اليونسكو ومنظمه الصحه العالميه ومحطه الراديو المحليه لديك                                                                                                                                                                                                                                                                                                                          ,ar     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Traditional food market/eng-6-markets.wav                                                 ,the evidence available to date shows that if you are over 60 or above or have underlying conditions you are at higher risk of developing severe forms of covid-19 should you catch the disease talk to your family and neighbors and kindly ask them to do your shopping for food medicines and other necessities if you become ill with difficulty breathing contact your covid-19 hotline Healthcare facility or doctor immediately this message is brought to you by UNESCO and your local radio station                                                                                                                                                                  ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Traditional food market/fre-6-markets.wav                                                 ,les données disponibles à ce jour montrent que si vous avez 60 ans ou plus ou si vous souffrez de maladies sous-jacentes vous êtes plus à risque de développer des formes graves de covid-19 si vous attrapez la maladie parler à votre famille et à vos voisins et demandez-leur de faire vos courses pour vous procurer de la nourriture des médicaments et d'autres produits de première nécessité si vous avez des difficultés à respirer contactez immédiatement votre ligne d'assistance covid-19 votre établissement de soins ou votre médecin ce message vous est transmis par l'UNESCO l'OMS et votre radio locale                                                  ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Transmission/eng-2-infection-transmission.wav                                             ,a fabric mask acts as a barrier to prevent the spread of the virus it must be used correctly and always combined with other measures to protect yourself and everyone else make sure you have your own mask and do not share it with others when wearing a mask make sure you know how to put it on use it remove it and discard it or wash it correctly this message is brought to you by UNESCO wao and your local radio station                                                                                                                                                                                                                                           ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/Transmission/fre-2-infection-transmission.wav                                             ,un masque en tissu agit comme une barrière pour empêcher la propagation du virus il doit être utilisé correctement et toujours associée à d'autres mesures pour se protéger et protéger les autres veuillez avoir votre propre masque et à ne pas le partager avec d'autres lorsque vous portez un masque assurez-vous que vous savez comment le mettre l'utiliser l'enlever et le jeter ou le laver correctement ce message vous est transmis par l'UNESCO l'OMS et votre radio locale                                                                                                                                                                                      ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/What to do after being vaccinated/02_what_to_do_after_being_vaccinated_ar.wav             ,من خلال القيام بكل هذا فانت تحمينا جميعا يتم ارسال هذه الرساله اليك من قبل اليونسكو ومنظمه صحه عالميه ومحطه الراديو المحليه لديك                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,ar     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/What to do after being vaccinated/02_what_to_do_after_being_vaccinated_en.wav             ,pause the covid-19 vaccine prevents serious illness and death we don't know yet whether it keeps you from being infected and passing the virus onto others so continue to physically distance yourself from others and wear a mask especially in enclosed crowded or poorly ventilated settings clean your hands frequently and cover any cough or sneeze into your bent elbow doing it all protects us all this message is brought to you by UNESCO who and your local radio station                                                                                                                                                                                        ,en     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
C:/Users/angej/Desktop/Multilingual/What to do after being vaccinated/02_what_to_do_after_being_vaccinated_fr.wav             ,si le vaccin contre la covid 19 prévient les formes graves de la maladie et les décès nous ne savons toujours pas si l'empêche d'être infecté et de transmettre le virus à d'autres personnes continuent donc de maintenir une distance de sécurité avec les autres et de porter un masque surtout dans les lieux clos surpeuplés ou mal ventilé nettoyé fréquemment vos mains et couvrez tous ou éternuement dans votre coup de plier en faisant cela vous nous protéger tous ce message vous est présenté par l'UNESCO l'OMS est votre station de radio locale                                                                                                             ,fr     ,143.5546875,6.196176052093506,52.89115524291992,0.3550342619419098,                                                                                                                  ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,       ,            ,                     ,                   ,,,,,,
